arm,offset_px,n_directions,mean_abs_error_source_px,mean_gt_area_source_px,mean_iou,iou_ge_0_5_rate,zero_iou_rate,zero_prediction_rate,worst_direction_abs_error_source_px
foldA_window512,0,1,116.43333333333334,465.8666666666667,0.79301965,0.9916666666666667,0.0,0.0,116.43333333333334
